SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 initial_gik4 final_gik1 final_gik2 final_gik3 final_gik4
ID395 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID396 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID397 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID398 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID399 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID4 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID40 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID400 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID401 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID402 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID403 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID404 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID405 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID406 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID407 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID408 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID409 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID41 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID410 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID411 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID412 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID413 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID414 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID415 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID416 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID417 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID418 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID419 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID42 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID420 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID421 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID422 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID423 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID424 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID425 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID426 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID427 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID428 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID429 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID43 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID430 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID431 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID432 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID433 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID434 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID435 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID436 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID437 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID438 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID439 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID44 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID440 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID441 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID442 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID443 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID444 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID445 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID446 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID447 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID448 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID449 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID45 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID450 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID451 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID452 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID453 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID454 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID455 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID456 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID457 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID458 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID459 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID46 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID460 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID461 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID462 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID463 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID464 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID465 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID466 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID467 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID468 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID469 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID47 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID470 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID471 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID472 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID473 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID474 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID475 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID476 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID477 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID478 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID479 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID48 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID480 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID481 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID482 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID483 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID484 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID485 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID486 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID487 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID488 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID489 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID49 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID490 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID491 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID492 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID493 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID494 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID495 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID496 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID497 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID498 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID499 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID5 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID50 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID500 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID501 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID502 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID503 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID504 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID505 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID506 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID507 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID508 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID509 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID51 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID510 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID511 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID512 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID513 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID514 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID515 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID516 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID517 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID518 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID519 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID52 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID520 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID521 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID522 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID523 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID524 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID525 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID526 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID527 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID528 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID529 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID53 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID530 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID531 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID532 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID533 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID534 2 2 3 223 44 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID535 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID536 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID537 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID538 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID539 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID54 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID540 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID541 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID542 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID543 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID544 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID545 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID546 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID547 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID548 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID549 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID55 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID550 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID551 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID552 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID553 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID554 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID555 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID556 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID557 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID558 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID559 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID56 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID560 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID561 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID562 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID563 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID564 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID565 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID566 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID567 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID568 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID569 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID57 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID570 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID571 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID572 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID573 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID574 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID575 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID576 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID577 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID578 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID579 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID58 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID580 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID581 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID582 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID583 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID584 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID585 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID586 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID587 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID588 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID589 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID59 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID590 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID591 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID592 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID593 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID594 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID595 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID596 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID597 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID598 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID599 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID6 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID60 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID600 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID601 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID602 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID603 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID604 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID605 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID606 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID607 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID608 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID609 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID61 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID610 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID611 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID612 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID613 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID614 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID615 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID616 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID617 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID618 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID619 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID62 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID620 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID621 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID622 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID623 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID624 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID625 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID626 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID627 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID628 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID629 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID63 1 2 2 122 40 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID630 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID631 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID632 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID633 2 2 1 221 26 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID634 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID635 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID636 2 1 4 214 46 0.25 0.25 0.25 0.25 1 0 0 0
ID637 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID638 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID639 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID64 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID640 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID641 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID642 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID643 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID644 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID645 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID646 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID647 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID648 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID649 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID65 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID650 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID651 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID652 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID653 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID654 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID655 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID656 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID657 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID658 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID659 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID66 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID660 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID661 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID662 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID663 2 2 2 222 30 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID664 2 2 4 224 44 0.25 0.25 0.25 0.25 0.96 0.04 0 0
ID665 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID666 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID667 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID668 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID669 3 1 1 311 39 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID67 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID670 1 2 4 124 26 0.25 0.25 0.25 0.25 0.423 0 0.577 0
ID671 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID672 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID673 3 2 4 324 54 0.25 0.25 0.25 0.25 0.3873 0.6127 0 0
ID674 1 2 1 121 50 0.25 0.25 0.25 0.25 0 0.4769 0 0.5231
ID675 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID676 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID677 3 1 2 312 41 0.25 0.25 0.25 0.25 0 0.5264 0 0.4736
ID678 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID679 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID68 2 1 3 213 55 0.25 0.25 0.25 0.25 0.5661 0 0.4339 0
ID680 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID681 3 2 2 322 41 0.25 0.25 0.25 0.25 0 1 0 0
ID682 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID683 1 1 2 112 34 0.25 0.25 0.25 0.25 0 0 0 1
ID684 1 1 1 111 47 0.25 0.25 0.25 0.25 0 0 0 1
ID685 2 1 1 211 52 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID686 3 2 1 321 41 0.25 0.25 0.25 0.25 0 1 0 0
ID687 3 1 4 314 40 0.25 0.25 0.25 0.25 0.6667 0.3333 0 0
ID688 2 1 2 212 34 0.25 0.25 0.25 0.25 0.456 0 0 0.544
ID689 1 1 3 113 40 0.25 0.25 0.25 0.25 0 0 0.6901 0.3099
ID69 3 1 3 313 40 0.25 0.25 0.25 0.25 0 0.0291 0.9709 0
ID690 3 2 3 323 47 0.25 0.25 0.25 0.25 0 0.4029 0.5971 0
ID691 1 2 3 123 44 0.25 0.25 0.25 0.25 0 0 1 0
ID692 1 1 4 114 45 0.25 0.25 0.25 0.25 0.456 0 0 0.544
